Year,Value,Observation status,Unit multiplier,Unit measure
2009,820643,Undefined,3,CUR_LCU
2010,784772,Undefined,3,CUR_LCU
2011,843898,Undefined,3,CUR_LCU
2012,959304,Undefined,3,CUR_LCU
2013,912792,Undefined,3,CUR_LCU
2014,1045836,Undefined,3,CUR_LCU
2015,1462161,Undefined,3,CUR_LCU
2016,1382059,Undefined,3,CUR_LCU
2017,1490295,Undefined,3,CUR_LCU
