Year,Observation status,Unit multiplier,Unit measure,Value
2009,Undefined,3,CUR_LCU,820643
2010,Undefined,3,CUR_LCU,784772
2011,Undefined,3,CUR_LCU,843898
2012,Undefined,3,CUR_LCU,959304
2013,Undefined,3,CUR_LCU,912792
2014,Undefined,3,CUR_LCU,1045836
2015,Undefined,3,CUR_LCU,1462161
2016,Undefined,3,CUR_LCU,1382059
2017,Undefined,3,CUR_LCU,1490295
